LabID,Age,Error,Material,Taxa,d13C,Method,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,subregion,agg_n,x,y,Long,Lat
M-1404,2275,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11C135,Peisker,USA,Illinois,North America,UWyo2021,Munson 1982; Farnsworth and Asch 1986; Crane and Griffin 1966: 265,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1405,1770,130,BONE,Odocoileus virginianus antler; maybe some wood as well,-25,RADIOMETRIC,1,NA,11C135,Peisker,USA,Illinois,North America,UWyo2021,Munson 1982; Farnsworth and Asch 1986; Crane and Griffin 1966: 265,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1406,1310,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11GE482,Apple Creek,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1966: 266,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-1407,1160,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11GE482,Apple Creek,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1966: 266; Faunmap 2613,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-1408,2660,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11GE482,Apple Creek,USA,Illinois,North America,UWyo2021,Crane and Griffin 1966: 266,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-1485,2110,130,CHARCOAL,Charred Wood Quercus sp.,-25,RADIOMETRIC,1,NA,11PK1245,Montezuma Mounds,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 69,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-1487,1850,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11C8,Snyder,USA,Illinois,North America,UWyo2021,Crane and Griffin 1965: 131,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1495,8120,350,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Goodyear 1982; Crane and Griffin 1968: 69,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
M-1496,8190,400,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005; Goodyear 1982; Shippee 1966; Crane and Griffin 1968: 69,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
M-1497,9130,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005; Goodyear 1982; Shippee 1966; Crane and Griffin 1968: 69,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
M-1498,2150,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11CT296,North,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 70,MW,NA,-89.42237240460153,38.606579270042396,NA,NA
M-15/C-15,2775,300,SHELL,freshwater mussel shell,-8,RADIOMETRIC,1,NA,11PK1,Pool,USA,Illinois,North America,UWyo2021,Stetton 2013 The Importance of Time...; Crane 1956: 666-667,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-1516,4370,150,BONE,Platygonus compressus; peccary bone,-20,RADIOMETRIC,1,NA,33SA-VP,Fremont,USA,Ohio,North America,UWyo2021,Meltzer and Mead 1985; Mead and Meltzer 1984: Table 19.4; McDonald 1994; Crane and Griffin 1965: 124; Faunmap 2346,MW,NA,-83.1437131047625,41.35752928375264,NA,NA
M-1518,230,100,BONE,Bison sp.,-20,RADIOMETRIC,1,NA,33SA132,Hereford Hill,USA,Ohio,North America,UWyo2021,Tankersley 1986; Crane and Griffin 1965: 124,MW,NA,-83.1437131047625,41.35752928375264,NA,NA
M-1569,1700,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11C135,Peisker,USA,Illinois,North America,UWyo2021,Munson 1982; Farnsworth and Asch 1986; Crane and Griffin 1968: 70,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1570,1880,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11C135,Peisker,USA,Illinois,North America,UWyo2021,Munson 1982; Farnsworth and Asch 1986; Crane and Griffin 1968: 70,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1573,2240,200,FECES,Homo sapiens paleofece,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1574,2570,140,FECES,Homo sapiens paleofece,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1577,2350,140,FECES,Homo sapiens paleofece,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1584,2510,140,OTHER,plant remains,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1585,2430,130,OTHER,plant remains,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1586,2840,150,OTHER,plant remains,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1587,2520,140,WOOD,NA,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1588,2720,140,WOOD,NA,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1589,3140,150,OTHER,plant remains,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1590,150,100,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11RI22,Vandruff's Island,USA,Illinois,North America,UWyo2021,Crane and Griffin 1966: 266,MW,NA,-90.56715035069013,41.46760800887443,NA,NA
M-1591,1650,120,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11RIà,Wolf,USA,Illinois,North America,UWyo2021,Crane and Griffin 1966: 266,MW,NA,-90.56715035069013,41.46760800887443,NA,NA
M-1592,780,110,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11WT40,Lawrence,USA,Illinois,North America,UWyo2021,Emerson 1999; Crane and Griffin 1966: 267,MW,NA,-89.91398800989984,41.756429267156484,NA,NA
M-1593,790,110,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11WT40,Lawrence,USA,Illinois,North America,UWyo2021,Emerson 1999; Crane and Griffin 1966: 267,MW,NA,-89.91398800989984,41.756429267156484,NA,NA
M-1594,690,110,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11WT40,Lawrence,USA,Illinois,North America,UWyo2021,Emerson 1999; Crane and Griffin 1966: 267,MW,NA,-89.91398800989984,41.756429267156484,NA,NA
M-1595,680,110,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11WT40,Lawrence,USA,Illinois,North America,UWyo2021,Emerson 1999; Crane and Griffin 1966: 267,MW,NA,-89.91398800989984,41.756429267156484,NA,NA
M-1627,1860,130,WOOD,bark,-25,RADIOMETRIC,1,NA,11P77,Hannah,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 73,MW,NA,-89.75987040212333,40.788110718736284,NA,NA
M-1628,1790,200,WOOD,bark,-25,RADIOMETRIC,1,NA,11P77,Hannah,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 73,MW,NA,-89.75987040212333,40.788110718736284,NA,NA
M-1630,1820,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11P77,Hannah,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 73,MW,NA,-89.75987040212333,40.788110718736284,NA,NA
M-1631,1720,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11P77,Hannah,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 73,MW,NA,-89.75987040212333,40.788110718736284,NA,NA
M-1632,2575,140,SHELL,freshwater mussel shell,-8,RADIOMETRIC,1,NA,11P77,Hannah,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 73,MW,NA,-89.75987040212333,40.788110718736284,NA,NA
M-164,2110,165,SHELL,Busycon sp.,0,RADIOMETRIC,1,NA,11C30,Knight Mounds,USA,Illinois,North America,UWyo2021,Crane 1956: 667,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1682,930,100,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11MS194,Kane,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 75,MW,NA,-89.90517718742075,38.829844377169074,NA,NA
M-1683,1050,110,OTHER,wood and Carya sp. nutshells,-25,RADIOMETRIC,1,NA,11S92,Stolle Quarry,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 75; Fortier and Jackson 2000,MW,NA,-89.92837403510556,38.47043081821083,NA,NA
M-1684,1230,110,OTHER,wood and Carya illinoensis nutshells,-25,RADIOMETRIC,1,NA,11S92,Stolle Quarry,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 75; Fortier and Jackson 2000,MW,NA,-89.92837403510556,38.47043081821083,NA,NA
M-1685,1500,120,CHARCOAL,Charred Wood,-25,RADIOMETRIC,1,NA,11F106,Scovill,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 75; Munson et al. 1971; Faunmap 2712,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
M-1721,1490,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11GE482,Apple Creek,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 76,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-1722 r,665,100,cultigen; cultigéne,NA,NA,NA,1,NA,NA,Loyd,USA,NA,North America,CARD,Crane and Griffin 1966: 267 1968: 79,MW,NA,-89.90517718742075,38.829844377169074,NA,NA
M-1722r,665,100,SEEDS,charred Zea mays kernels,-10.3,RADIOMETRIC,1,NA,11MSà,Loyd,USA,Illinois,North America,UWyo2021,Crane and Griffin 1966: 267 1968: 79;Ancient Maize Database,MW,NA,-89.90517718742075,38.829844377169074,NA,NA
M-1770,2660,140,FECES,Homo sapiens paleofece,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1775,620,100,CHARCOAL,charred wood,-25,RADIOMETRIC,1,NA,12WY1,Hayes Arboretum Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1968: 80,MW,NA,-85.00990800424276,39.864500331586775,NA,NA
M-1777,2270,140,FECES,Homo sapiens paleofece,-25,RADIOMETRIC,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Watson 1974 1985; Railey 1990: 287; Robbins 1971; Faunmap 2204; Crane and Griffin 1968: 71-72,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-1785,720,110,OTHER,thatch,-25,RADIOMETRIC,1,NA,11MS172,Bischoff,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 209,MW,NA,-89.90517718742075,38.829844377169074,NA,NA
M-1786,620,110,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MT3,Jasper Newman,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 80-81,MW,NA,-88.61925817112575,39.64149201128161,NA,NA
M-1787,520,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MT3,Jasper Newman,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 80-81,MW,NA,-88.61925817112575,39.64149201128161,NA,NA
M-1788,570,110,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MT3,Jasper Newman,USA,Illinois,North America,UWyo2021,Crane and Griffin 1968: 80-81,MW,NA,-88.61925817112575,39.64149201128161,NA,NA
M-1789,2000,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MT3,Jasper Newman,USA,Illinois,North America,UWyo2021,Conard et al. 1984; Crane and Griffin 1968: 80-81,MW,NA,-88.61925817112575,39.64149201128161,NA,NA
M-1790,2030,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MT3,Jasper Newman,USA,Illinois,North America,UWyo2021,Conard et al. 1984; Crane and Griffin 1968: 80-81,MW,NA,-88.61925817112575,39.64149201128161,NA,NA
M-1818,7700,450,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Hemmings 1985; Maslowski et al. 1995; Brashler et al. 1994; Maslowski p.c. 2000; Crane and Griffin 1968: 95-96; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-1820,8820,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Hemmings 1985; Maslowski et al. 1995; Brashler et al. 1994; Maslowski p.c. 2000; Crane and Griffin 1968: 95-96; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-1821,8830,700,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Hemmings 1985; Maslowski et al. 1995; Brashler et al. 1994; Maslowski p.c. 2000; Crane and Griffin 1968: 95-96; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-1824,8520,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Hemmings 1985; Maslowski et al. 1995; Brashler et al. 1994; Maslowski p.c. 2000; Crane and Griffin 1968: 95-96; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-1827,9850,500,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Hemmings 1985; Maslowski et al. 1995; Brashler et al. 1994; Maslowski p.c. 2000; Crane and Griffin 1968: 95-96; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-1829,2390,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA30,Murad Mound,USA,West Virginia,North America,UWyo2021,Crane and Griffin 1968: 96; McMichael and Mairs 1969; Maslowski et al. 1995; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-183/C-183,1740,125,POTTERYRESIDUE,NA,-25,RADIOMETRIC,1,NA,11PK1,Pool,USA,Illinois,North America,UWyo2021,Stetton 2013 The Importance of Time...,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-1830,2050,140,WOOD,Juniperus virginiana,-25,RADIOMETRIC,1,NA,46KA30,Murad Mound,USA,West Virginia,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1968: 96; McMichael and Mairs 1969; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-1851,1910,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN1,New Castle Complex,USA,Indiana,North America,UWyo2021,Crane and Griffin 1970: 163 1972: 206; Vickery 1979,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-1852,1940,160,POTTERYRESIDUE,NA,-25,RADIOMETRIC,1,NA,12HN1,New Castle Complex,USA,Indiana,North America,UWyo2021,Crane and Griffin 1970: 163 1972: 206; Vickery 1979,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-1879,540,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,33FR52,O.C. Voss Mound and Village,USA,Ohio,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 202; Brady-Rawlins 2007; Nolan 2012,MW,NA,-83.00906561686381,39.969581175264,NA,NA
M-1889,9290,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23MT2,Graham Cave,USA,Missouri,North America,UWyo2021,Goodyear 1982; Lepper 1999: 380; Crane and Griffin 1968: 84,MW,NA,-91.47038003208793,38.94142178597651,NA,NA
M-19,2200,125,OTHER,plant remains,-25,RADIOMETRIC,1,NA,15FA11,Drake Mound,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Railey 1990: 313; Webb and Baby 1957; Crane 1956: 666,MW,NA,-84.45863638751085,38.04253930816477,NA,NA
M-1910,490,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,33RO128,Blain Village,USA,Ohio,North America,UWyo2021,Maslowski et al. 1995; Prufer and Shane 1970; Crane and Griffin 1968: 85; Maslowski 2000; Faunmap 2208; Bradly-Rawlins 2007,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
M-1911,760,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,33RO128,Blain Village,USA,Ohio,North America,UWyo2021,Maslowski et al. 1995; Prufer and Shane 1970; Crane and Griffin 1968: 85; Maslowski 2000; Faunmap 2208; Bradly-Rawlins 2007,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
M-1928,9470,400,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23MT2,Graham Cave,USA,Missouri,North America,UWyo2021,Goodyear 1982; Lepper 1999: 380; Crane and Griffin 1968: 85,MW,NA,-91.47038003208793,38.94142178597651,NA,NA
M-1957,500,100,WOOD,bark,-25,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-1958,815,100,SEEDS,Zea mays charred,-10,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-1959,720,100,WOOD,charred,-25,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-196,6875,200,SHELL,freshwater mollusc shell; coquille de mollusque d'eau douce,-8,RADIOMETRIC,1,NA,12SP1,Raaf Shell Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1958: 1100,MW,NA,-87.00748408049225,38.014208590867,NA,NA
M-1960,590,100,WOOD,bark,-25,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-1961,810,110,WOOD,charred,-25,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-1962,560,100,WOOD,charred,-25,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-1964,730,100,WOOD,charred,-25,RADIOMETRIC,1,NA,23BU21A,Turner,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 165-166; Price and Griffin 1979,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-1968,410,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,3PH1,Dupree,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 172,MW,NA,-90.84817456044712,34.42844010385738,NA,NA
M-1969,960,110,WOOD,NA,-25,RADIOMETRIC,1,NA,23SL78,Kram Farm,USA,Missouri,North America,UWyo2021,Crane and Griffin 1970: 166,MW,NA,-90.44334149651965,38.64087185096039,NA,NA
M-197,6425,200,SHELL,freshwater mollusc shell; coquille de mollusque d'eau douce,-8,RADIOMETRIC,1,NA,12SP1,Raaf Shell Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1958: 1100,MW,NA,-87.00748408049225,38.014208590867,NA,NA
M-1976,760,110,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK,Yokem Mounds,USA,Illinois,North America,UWyo2021,Yerkes 1993; Crane and Griffin 1970: 167-168,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-198,6215,200,SHELL,freshwater mollusc shell; coquille de mollusque d'eau douce,-8,RADIOMETRIC,1,NA,12SP1,Raaf Shell Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1958: 1100,MW,NA,-87.00748408049225,38.014208590867,NA,NA
M-199,6445,200,SHELL,freshwater mollusc shell; coquille de mollusque d'eau douce,-8,RADIOMETRIC,1,NA,12SP1,Raaf Shell Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1958: 1100,MW,NA,-87.00748408049225,38.014208590867,NA,NA
M-1994,520,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK,Yokem Mounds,USA,Illinois,North America,UWyo2021,Yerkes 1993; Crane and Griffin 1970: 167-168,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-1997,1030,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11GE482,Apple Creek,USA,Illinois,North America,UWyo2021,Crane and Griffin 1970: 168,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-1998,1470,130,CHARCOAL,Equisetum sp. stems,-25,RADIOMETRIC,1,NA,11C119,Bridgewater,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1970: 168,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-1999,1050,200,CHARCOAL,Equisetum sp. stem,-25,RADIOMETRIC,1,NA,11C119,Bridgewater,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1970: 168,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-2,1340,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12VG1,Angel Mounds,USA,Indiana,North America,UWyo2021,Crane and Griffin 1964: 7; Carter. K 2014,MW,NA,-87.58580294178287,38.02522025896563,NA,NA
M-20,2200,250,WOOD,NA,-25,RADIOMETRIC,1,NA,11MN2,Havana,USA,Illinois,North America,UWyo2021,Arnold and Libby 1951: 115; Crane 1956: 666,MW,NA,-89.91683205604129,40.23957791083675,NA,NA
M-200,6275,175,SHELL,freshwater mollusc shell; coquille de mollusque d'eau douce,-8,RADIOMETRIC,1,NA,12SP1,Raaf Shell Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1958: 1100,MW,NA,-87.00748408049225,38.014208590867,NA,NA
M-2000,1290,130,SEEDS,charred Chenopodium and Polygonum seeds (id. by S.L. Maina),-25,RADIOMETRIC,1,NA,11GE456,Newbridge,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1970: 169,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-2001,1200,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11GE482,Apple Creek,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1970: 168,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-2002,1330,400,CHARCOAL,Equisetum stems and wood charcoal,-25,RADIOMETRIC,1,NA,11GE456,Newbridge,USA,Illinois,North America,UWyo2021,Studenmund 2000; Crane and Griffin 1970: 169,MW,NA,-90.39047351069503,39.35630879279114,NA,NA
M-2007,1050,130,CHARCOAL,charred wood,-25,RADIOMETRIC,1,NA,12W1,Yankeetown,USA,Indiana,North America,UWyo2021,Crane and Griffin 1970: 170 1972: 209,MW,NA,-87.27197630891905,38.09231882175263,NA,NA
M-2008,2250,140,CHARCOAL,charred wood,-25,RADIOMETRIC,1,NA,12W1,Yankeetown,USA,Indiana,North America,UWyo2021,Seeman 1986; Crane and Griffin 1970: 170 1972: 209,MW,NA,-87.27197630891905,38.09231882175263,NA,NA
M-2009,2740,150,SEEDS,unidentified nutshells; charred plant remains,-25,RADIOMETRIC,1,NA,12W1,Yankeetown,USA,Indiana,North America,UWyo2021,Crane and Griffin 1970: 170 1972: 209,MW,NA,-87.27197630891905,38.09231882175263,NA,NA
M-201,6525,175,SHELL,freshwater mollusc shell; coquille de mollusque d'eau douce,-8,RADIOMETRIC,1,NA,12SP1,Raaf Shell Mound,USA,Indiana,North America,UWyo2021,Crane and Griffin 1958: 1100,MW,NA,-87.00748408049225,38.014208590867,NA,NA
M-2010,890,100,CHARCOAL,charred wood,-25,RADIOMETRIC,1,NA,12MA1,Oliver Farm,USA,Indiana,North America,UWyo2021,Redmond and McCullough 2000; Crane and Griffin 1972: 203,MW,NA,-86.13829446765632,39.78179613238076,NA,NA
M-2015,1860,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2016,1740,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2017,1910,140,OTHER,charred bark; plant remains,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2018,1920,140,OTHER,charred bark; plant remains,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2019,1490,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2020,1550,150,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
